Title,KSCdirect Part #,Price,UPC
BRASS STEM - 1/4-20 X 10 W/.25,BOB R450-1-10,$8.45,
1 PVC TU2K IND BALL VALVE SOC/FPT FKM,SPE 1839-010,$78.74,054211942956
"2 37 CRANE CHECK VALVE Size: 2""",CRV 37 2,$337.88,
"P200-80 2"" PVC BALL VALVE IPS 1PC SCH 80 NSF",AMVA P200-80 2,$11.49,611918016573
"P200S-80 1 1/4"" PVC BALL VLV SOCKET 1PC SCH80",AMVA P200S-80 1 1/4,$5.57,611918016474
T58570LL 2 W/LOCK HDL,NIB T58570LL 2,$269.77,039923679918
"Asco 2"" 8210G100 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G100,$974.15,
3/8 400 STRATAFLO CHECK VALVE,STR 400 3/8,$29.35,
"BV,1""NPT,FP,FORG BRS,LTCH",APO 77F10527,$38.44,670750998416
NIBCO T580-CSR-25 1-1/2 1500# BALL VALVE,NIB T580-CSR-25 1-1/2,$154.77,039923674999
1-1/2 A105 800# SW GATE VALVE,VOG SW12111 1-1/2,$202.76,
1 1/2 77SI Wye Pattern Strainer  (0220079),WAT 77SI 1-1/2,$79.12,098268011753
"BV,3/4""NPT,SS,LCK PLT",APO 76-104-19A,$132.78,670750262098
2 PVC TU2K IND BAL VLV SOC/FPT FKM,SPE 1839-020,$171.17,054211942987
2 PVC-80 BALL CHECK VALVE,SPE 2229-020,$336.94,054211502051
1 R400 BOB FLOAT VALVE,BOB R400 1,$73.75,ROBEMF00020
1-1/4 APOLLO BALL VALVE,APO 70-106-01,$69.07,670750654145
1/2 CPVC TU2K IND BALL VALVE SOC/FPT FKM,SPE 1839-005C,$69.21,054211947869
"P200S-80 1/2"" PVC BALL VLV SOCKET 1PC SCH80",AMVA P200S-80 1/2,$1.96,611918016443
T58570LL 1/2 W/LOCK HDL,NIB T58570LL 1/2,$33.18,039923679864
"3/4 7TF CRANE GLOBE VALVE Size: 3/4""",CRV 7TF 3/4,$263.34,
1/4 X 200# RELIEF VALVE SRH25-200,CBI 15-112-B200,$7.83,
NIBCO T585-70-66 1/2 BRZ FP BV SS TRIM,NIB T585-70-66 1/2,$40.48,039923681034
1-1/2 PVC-80 BALL CHECK VALVE,SPE 2229-015,$246.80,054211502044
4 PVC TU2K IND BALL VALVE SOC EPDM,SPE 1822-040,$665.58,054211845585
"Asco 1-1/2""  8210G022 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G022,$553.12,
2 300 STRATAFLO CHECK VALVE,STR 300 2,$87.87,
1 CPVC TU2K IND BALL VLV SOC/FPT FKM,SPE 1839-010C,$103.76,054211947883
"1/2 APOLLO 3-WAY BRONZE BALL VALVE, THREADED",APO 70-603-01,$35.96,670750673375
ASP-2 1/4 BRNZ EXHAUST MUFFLER - CONE HEAD (EM-25),ARR ASP-2,$1.77,
RED-WHITE 236B 1 BRONZE SWING CHECK VALVE,RW 236B 1,$39.15,670779713212
2 BUTTERFLY VALVE WAFER STYLE DI BODY SS w/ handle  5322147140,ABZ 396-20-815,$82.91,
1 A105 800# SW GLOBE VALVE,VOG SW12443 1,$692.17,
NIBCO T585-70-66 3/4 BRZ FP BV SS TRIM,NIB T585-70-66 3/4,$74.55,039923681041
"2 428 CRANE GATE VALVE Size: 2""",CRV 428 2,$264.25,
SOLENOID VALVE       VALVE / SOLENOID,ASC 411L3212HV,$56.87,
1/2 A105 800# SW GLOBE VALVE,VOG SW12141 1/2,$121.83,
"3/4 428 CRANE GATE VALVE Size: 3/4""",CRV 428 3/4,$87.77,
1-1/2 CPVC TU2KIND BAL VLV SOC/FPT FKM,SPE 1839-015C,$174.22,054211947906
1-1/2 PVC TU2K IND BAL VLV SOC/FPT FKM,SPE 1839-015,$130.77,054211942970
NIBCO T585-70-66 1 BRZ FP BV SS TRIM,NIB T585-70-66 1,$90.88,039923681058
"Asco 1/2"" 8210G034 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G034,$299.95,
1/4 APOLLO BALL VALVE,APO 70-101-01,$19.83,670750648496
1 A105 800# SW GLOBE VALVE,VOG SW12141 1,$164.30,
ASP-2-BV 1/4 BRASS BREATHER VENT-FLAT HEAD (BV-25),ARR ASP-2-BV,$1.60,
3/4 N1516 NEEDLE VALVE CARBON STEEL,NEEDLE VALVE CS 3/4,$157.88,67550467
3/4 A105 800# THD GATE VALV,VOG 12111 3/4,$75.19,
RED-WHITE 236B 3/4 BRONZE SWING CHECK VALVE,RW 236B 3/4,$26.56,670779713205
"Asco 3/4"" 8210G035 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G035,$299.95,
1   X 1    2NC BRASS 16.1/F W,ASC 8210G054 120/60,$397.18,
"1/2"" Series-F Flow Control Valve Black Oxide Steel Fem NPTF",DIX SFC800,$106.03,089109870196
3/4 PVC-80 BALL CHECK VALVE,SPE 2229-007,$123.72,054211502013
"1/2 37 CRANE CHECK VALVE Size: 1/2""",CRV 37 1/2,$75.90,
"1 7TF CRANE GLOBE VALVE Size: 1""",CRV 7TF 1,$277.21,
RED-WHITE 208B 2 BRONZE GATE VALVE,RW 208B 2,$117.46,670779711799
"1-1/2 37 CRANE CHECK VALVE Size: 1-1/2""",CRV 37 1-1/2,$220.67,
1 A105 800# THD GATE VALVE,VOG 12111 1,$91.89,
2 PVC-EPDM TRUE UNION BALL VALVE,NIB U45TB-E 2,$133.71,039923322067
1-1/4 PVC-EPDM TRUE UNION BALL VALVE,SPE 1829-012,$97.80,054211942901
3/4 CPVC TU2K IND BALL VALVE SOC/FPT FKM,SPE 1839-007C,$87.19,054211947876
"1 428 CRANE GATE VALVE Size: 1""",CRV 428 1,$117.21,
1-1/4 300 STRATAFLO CHECK VALVE,STR 300 1-1/4,$50.38,
1/4 N1512 NEEDLE VALVE CARBON STEEL,NEEDLE VALVE CS 1/4,$35.74,67550000
1/4 X 150# AIR RELIEF VAVLE SRH25-150,CBI 15-112B-150,$7.83,
ASP-3 3/8 BRNZ EXHAUST MUFFLER - CONE HEAD (EM-38),ARR ASP-3,$2.45,
1/2 PVC-80 BALL CHECK VALVE,SPE 2229-005,$103.79,054211502006
RED-WHITE 236B 1/2 BRONZE SWING CHECK VALVE,RW 236B 1/2,$16.43,670779713199
NIBCO T580-CSR-25 1-1/4 1500# BALL VALVE,NIB T580-CSR-25 1-1/4,$120.32,039923674982
1 53036-SW 3PC FULL PORT STAI,ANV 4351008000,$96.31,092201387844
"4 373 CRANE CHECK VALVE Size: 4""",CRV 373 4,$895.71,
1-1/2 A105 800# SW GLOBE VALVE,VOG SW12141 1-1/2,$352.12,
3/4 53036-SW 3PC FULL PORT ST,ANV 4351007980,$75.80,092201387837
2 A105 800# SW GLOBE VALVE,VOG SW12141 2,$484.20,
LOW LEAD GATE IPS,RW 206AB 1-1/2,$44.87,670779206080
"1"" 800# THREAD X SW GATE VALVE A105",VOG TSW12111 1,$72.08,
3/4 SS DEAD MAN,APO 76-504-01A,$184.52,670750248207
T58570LL 1 W/LOCK HDL,NIB T58570LL 1,$64.65,039923679888
ASP-2-SCU 1/4 SPEED CONTROL MUFFLER  (SC-25),ARR ASP-2-SCU,$5.56,
1-1/2 A105 800# THD GATE VALVE,VOG 12111 1-1/2,$195.61,
3/4 CPVC TU2K IND BALVLV SOC/FPT EPDM,SPE 1829-007C,$78.43,054211947814
"3/4"" T316 3PC F/P S/W B/V 1000 WOG-KI",MER KSWV310FP-12,$46.77,671404122072
2 PVC TU BALVALV SOC/THD VITON,SPE 2339-020,$328.55,054211506257
T58570LL 1-1/2 W/LOCK HDL,NIB T58570LL 1-1/2,$172.09,039923679901
"6 373 CRANE CHECK VALVE Size: 6""",CRV 373 6,$1571.19,
"6BV,3/4""NPT,BRZ,LTCH,AUTO DRN",CON 701042741,$41.00,670750854316
1/2 NPT-NPT  NC  24 VDC       VALVE / SOLENOID,ASC 8212A519S0100F1,$170.61,
REBUILD KIT 8210 AC,ASC 302277,$138.51,
"BV,1""NPT,SS,LCK PLT",APO 76-105-19A,$157.04,670750191732
RED-WHITE 236B 1-1/2 BRONZE SWING CHECK VALVE,RW 236B 1-1/2,$77.78,670779713236
"BV,2""NPT,FP,FORG BRS,LTCH",APO 77F10827,$111.94,670750998447
"1 36 CRANE CHECK VALVE Size: 1""",CRV 36 1,$204.36,
"76-102-27A  BV,3/8""NPT,SS,LTCH",APO 76-102-27A,$67.05,670750178368
1/2 APOLLO BALL VALVE W/LOCK AND BLEEDER,APO 75-103-41,$43.21,670750691188
"6 465-1/2 CRANE GATE VALVE Size: 6""",CRV 465-1/2 6,$1903.76,
4 APOLLO BALL VALVE 600LB THREADED,APO 70-10A-01,$794.92,670750172779
"3/4 36 CRANE CHECK VALVE Size: 3/4""",CRV 36 3/4,$157.26,
"1"" APOLLO BALL VALVE W/LOCK AND BLEEDER",APO 75-105-41,$69.68,670750691485
"1"" BRONZE DEAD MAN",APO 71-505-01,$165.62,670750679940
1 CPVC TU2K IND BALL VALVE SOC/THD EPDM,SPE 1829-010C,$93.38,054211947821
1 APOLLO BALL VALVE W/LOCKING HANDLE,APO 71-105-27,$60.37,670750677397
NIBCO T-111 2 CLASS 125 BRZ GATE VLV    NL0500D,NIB T111 2,$300.09,039923611796
1/2 5H22HBRT BP BALL VALVE,JAMESBURY 5H22HBRT 1/2,$158.56,
"BV,1/2""NPT,BRZ,250 SWP",CON 7014364,$40.35,670750659607
"3/4 APOLLO 3-WAY BRONZE BALL VALVE, THREADED",APO 70-604-01,$49.61,670750673597
3 CPVC TU2K IND BALL VALVE SOC FKM,SPE 1832-030C,$610.83,054211847831
"Asco 3/8"" 8210G001 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G001,$151.35,
"3 373 CRANE CHECK VALVE Size: 3""",CRV 373 3,$578.71,
"1 APOLLO 3-WAY BRONZE BALL VALVE, THREADED",APO 70-605-01,$65.70,670750673788
1 1/4 77SI Wye Pattern Strainer  (0220077),WAT 77SI 1-1/4,$81.63,098268011739
"Asco 3/4"" 8220G409 2-Way Solenoid Valve - 120V/60Hz",ASC 8220G409,$379.75,
RED-WHITE 236B 1-1/4 BRONZE SWING CHECK VALVE,RW 236B 1-1/4,$56.52,670779713229
NIBCO T-111 1 CLASS 125 BRZ GATE VLV,NIB T111 1,$141.06,039923611765
"BV,1""NPT,BRZ,250 SWP",CON 7014564,$77.48,670750661211
1/4 X 1/4  4   ALUMIN6.9 /F W DC24/DC,ASC WT8551A001MMSDC24/DCD,$228.40,
2 200 STRATAFLO FOOT VALVE,STR 200 2,$82.58,STRATA00020
"1-1/4 37 CRANE CHECK VALVE Size: 1-1/4""",CRV 37 1-1/4,$186.23,
1/4 BRASS MINI BALL VALVE,DIX MBV25,$10.59,089109852857
1-1/2 PVC GRAY BALL VALVE TXT,BALL VALVE PVC-T GRY 1-1/2,$10.30,610377084505
"9BV,1/2""NPT,BRZ,LTCH,AUTO DRN",CON 701032741,$28.07,670750854309
"2 7TF CRANE GLOBE VALVE Size: 2""",CRV 7TF 2,$796.68,
1/2 X 5/8  2NC BRASS 11.6/F W,ASC 8210G002 24/DC,$151.35,
"1/2 7TF CRANE GLOBE VALVE Size: 1/2""",CRV 7TF 1/2,$200.71,
"BV,3/4""NPT,BRZ,250 SWP",CON 7014464,$65.69,670750660405
NIBCO T585-70-66 3/8 BRZ FP BV SS TRIM,NIB T585-70-66 3/8,$40.48,039923681027
1/2 SS DEADMAN VLV,APO 76-503-01A,$142.54,670750266652
NIBCO T585-70-66 1/4 BRZ FP BV SS TRIM,NIB T585-70-66 1/4,$40.48,039923681010
ASP-1 1/8 BRNZ EXHAUST MUFFLER - CONE HEAD (EM-18),ARR ASP-1,$1.48,
RED-WHITE 208B 1/2 BRONZE GATE VALVE,RW 208B 1/2,$18.98,670779711744
2   X 1-3/ 2NC BRASS 6.1 /F W,ASC 8221G013 120/60,$1576.80,
1 PVC-EPDM TRUE UNION BALL VALVE,NIB U45TB-E 1,$64.32,039923241801
ASP-4-BV 1/2 BRASS BREATHER VENT - FLAT HEAD (BV-50),ARR ASP-4-BV,$2.36,
1 PVC UTILITY SPRING CHECK VLV THD EPDM,SPE S1580-10F,$53.81,054211988862
"BV,2""NPT,SS,LOCK PLT",APO 76-108-19,$384.23,670750699313
1-1/2 300 STRATAFLO CHECK VALVE,STR 300 1-1/2,$58.29,STRATA00075
"1-1/2 7TF CRANE GLOBE VALVE Size: 1-1/2""",CRV 7TF 1-1/2,$527.93,
2 53036-SW 3PC FULL PORT STAI,ANV 4351008060,$279.36,092201387875
RED-WHITE 236B 3 BRONZE SWING CHECK VALVE,RW 236B 3,$221.46,670779716473
"Asco 1"" 8220G025 2-Way Solenoid Valve - 120V/60Hz",ASC 8220G025,$758.59,
"BV,1""NPT,SP,SPRG RTN,SS",APO 76-505-01A,$207.40,670750172342
"1-1/2 428 CRANE GATE VALVE Size: 1-1/2""",CRV 428 1-1/2,$308.81,
1 PVC TU BALVALV SOC/THD VI TON,SPE 2339-010,$151.15,054211506226
"BV,2""NPT,FP,FORG BRS",APO 77F10801,$101.58,670750707131
1/8 X 3/64 3NC BRASS 6.9 /F W DC24/DC,ASC SC8356A1V 24V/DC,$69.71,
"COIL      RHMXX       COIL, SOLENOID PART",ASC 238610-032-D*,$154.10,
2 CPVC TU2K IND BALL VALVE SOC/FPT EPDM,SPE 1829-020C,$209.69,054211947852
1/2 A105 800# THD GATE VALV,VOG 12111 1/2,$66.84,
"3BV,1""NPT,BRZ,LTCH,AUTO DRN",CON 701052741,$52.28,670750854323
8 BUTTERFLY VALVE WAFER STYLE DI BODY SS w/ HANDLE   5322148460,ABZ 396-80-815,$348.10,
Goyen K4502 Diaphragm Kit,GOYEN K4502,$94.16,
2 BUTTERFLY VALVE LUG STYLE CI BODY SS DISC w/ Handle 5322132980,ABZ 397-20-979,$88.20,
"Manual Air Control Valve, 3-Way, 1/4In NPT",ZOR G1282407,,
"3/4"" TSW12111 VOGT GATE VALVE",VOG TSW12111 3/4,$53.61,
NIBCO T-111 1-1/2 CLASS 125 BRZ GATE VLV,NIB T111 1-1/2,$236.85,039923611789
"Asco 1"" 8210P004 2-Way Solenoid Valve - 100-240 AC-DC",ASC 8210P004100-240,$361.41,
NIBCO T585-70-66 2 BRZ FP BV SS TRIM,NIB T585-70-66 2,$363.61,039923681089
RED-WHITE 208B 1 BRONZE GATE VALVE,RW 208B 1,$49.34,670779711768
1/2 T316 1PC HEX B/V 800 WOG,MER V108-08,$17.96,671404067687
"1-1/4 7TF CRANE GLOBE VALVE Size: 1-1/4""",CRV 7TF 1-1/4,$691.99,
R-440-6 COPPER FLOAT & ADAPTOR,BOB R440-6,$73.86,
"2"" 800 SW SWING CHECK A105",VOG SWS701 2,,
"BV,1-1/2""NPT,FP,FORG BRS,LTCH",APO 77F10727,$83.53,670750998430
"**QUOTED** 8290A386 Brnze Ang Body Piston Valve, 2-Way/2-Position",ASC 8290A386,$253.98,
T58570LL 1-1/4 W/LOCK HDL,NIB T58570LL 1-1/4,$132.17,039923679895
REBUILD KIT X8353,ASC 262000,$85.31,
COIL      RHM6,ASC 238210-032-D,$142.18,
3/8 BARB X BARB PVC CHECK VALVE 3# SPRING,6SPVC-426-6B6B KEL,$9.40,
NIBCO T-111 3/4 CLASS 125 BRZ GATE VLV,NIB T111 3/4,$104.89,039923611758
2 A105 800# THD GATE VALVE,VOG 12111 2,$240.17,
REBUILD KIT 8210 AC,ASC 302272,$147.68,
"BV,1-1/2""NPT,SS,LCK PLT",APO 76-107-19,$302.43,670750698507
3/4 BRONZE DEAD MAN,APO 71-504-01,$155.11,670750679827
"BV,3/4""NPT,BRZ,PAD LCKG,AUTO",APO 75-104-41,$66.79,670750691331
"2"" C/S 3-PIECE BALL VALVE SS TRIM NOVA SEAT 60 DEG PORT W/ACTU. AND POSIT",SHA V8446NGTEE020/V200E,$4344.65,
RED-WHITE 211BT 3/4 BRONZE GLOBE VALVE PTFE,RW 211BT 3/4,$33.47,670779713144
1/2 T316 3PC F/P S/W B/V 1000 WOG-KI,MER KSWV310FP-08,$33.65,671404122065
REBUILD KIT 8262 AC,ASC 304354,$105.49,
"Asco 1-1/2"" 8210G056 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G056,$602.65,
"1 212P CRANE GLOBE VALVE Size: 1""",CRV 212P 1,$398.38,
"Asco 3/4"" 8221G005 2-Way Solenoid Valve - 120V/60Hz",ASC 8221G005,$369.66,
"1"" 800# SOCKET WELD SWING CHECK A105",VOG SWS701 1,$389.83,
"3/4 212P CRANE GLOBE VALVE Size: 3/4""",CRV 212P 3/4,$299.30,
"2"" T316 3PC F/P S/W B/V 1000 WOG-KI",MER KSWV310FP-32,$188.36,671404122119
"2 36 CRANE CHECK VALVE Size: 2""",CRV 36 2,$538.04,
"1” 141TF 150 SC, THD, SWING CHECK, PTFE",CRV 141TF*010,$355.57,
NIBCO T580-S6R66 1/2 2000# SS BALL VLV,NIB T580-S6R66 1/2,$75.09,039923793201
"Asco 1/4"" 8262H022 2-Way Solenoid Valve - 120V/60Hz",ASC 8262H022,$75.22,
"Asco 1/4"" 8320G184 3-Way Solenoid Valve - 120V/60Hz",ASC 8320G184,$159.61,
NIBCO T235Y 1 150 BRZ GLOBE VALVE,NIB T235Y 1,$338.52,039923627674
1/2 CPVC TU2K IND BALL VLVE SOC/THD EPDM,SPE 1829-005C,$62.28,054211947807
2 PVC UTILITY SPRING CHECK VLVE THD EPDM,SPE S1580-20F,$62.53,054211988947
"1/2 36 CRANE CHECK VALVE Size: 1/2""",CRV 36 1/2,$184.64,
RED-WHITE 211BT 2 BRONZE GLOBE VALVE PTFE,RW 211BT 2,$159.51,670779713182
HANDWHEEL,NIB T060091 PP,$6.04,039923356222
"3/4"" S.S. BALL VALVE SOCKET WELD",JFW BV-003-SW 3/4,$46.30,
"KEROTEST PANEL MOUNTING KIT 3/4""-1""",KER 9-1484-1S,,
"NIPPLE 304 3/4""X5-1/2"" 150LB SS 1/2FPT",NIP 304 3/4X5-1/2X1/2FPT,$17.94,
NIBCO T585-70-66 1-1/2 BRZ FP BV SS TRIM,NIB T585-70-66 1-1/2,$240.22,039923681072
T58570LL 1/4 W/LOCK HDL,NIB T58570LL 1/4,$33.18,039923679840
"Asco 1"" 8221G007 2-Way Solenoid Valve - 120V/60Hz",ASC 8221G007 120/60,$753.09,
"2 634E CRANE GATE VALVE 300# Size: 2""",CRV 634E 2,$711.85,
REBUILD KIT 8353 AC                             P      VALVE PAR,ASC 200262,$94.48,
REBUILD KIT 8210 AC,ASC 304355,$591.65,
2 AV GASKET TEFLON,ASA 3114020,$34.88,
"BV,3/8""NPT,BRZ,250 SWP",CON 7014264,$40.35,670750658648
1-1/2 PVC TU BALVALV SOC/TH D VITON,SPE 2339-015,$251.00,054211506240
REBUILD KIT 8210 AC,ASC 302276,$160.52,
REBUILD KIT 8210 AC,ASC 302273-V,$174.28,
"1/2 428 CRANE GATE VALVE Size: 1/2""",CRV 428 1/2,$103.16,
1-1/2 PVC-EPDM TRUE UNION BALL VALVE,NIB U45TB-E 1-1/2,$101.97,039923322050
1/4 X 165# FIG 112CSS-2-000  AIR RELIEF VALVE SRH25-165,KIN 112C 1/4X165,$7.83,
RED-WHITE 208B 3/4 BRONZE GATE VALVE,RW 208B 3/4,$28.47,670779711751
RED-WHITE 208B 1-1/2 BRONZE GATE VALVE,RW 208B 1-1/2,$80.05,670779711782
1-1/4 PVC TU2K IND BALL VLV SOC/FPT FKM,SPE 1839-012,$124.83,054211942963
"NUT,HEX,3/8-24,304SS",APO C153200 NUT,$2.74,670750048654
"Asco 1/2"" 8220G406 2-Way Solenoid Valve - 120V/60Hz","ASC 8220G406 120/60,110/50",$298.12,
1/2 BRONZE DEAD MAN,APO 71-503-01,$138.48,670750679742
BALL VALVE WBV-3 3/4 750204,WAT WBV-3 3/4,,
"1-1/2 36 CRANE CHECK VALVE Size: 1-1/2""",CRV 36 1-1/2,$373.13,
3/4 A105 800# THD GLOBE VALVE,VOG 12141 3/4,$152.25,
1/2' STRAIGHT GUEST X GUEST GRAY ACETAL SHUT OFF VALVE,PISV0416S,$8.13,
"6010FEM01-LM 1"" RELIEF VALVE SET @ 45#","KUN 6010FEM01 1"" 45#",$380.39,
1/2 CS3000 BALL VALVE,MPV 1/2 3000# BALL VALVE,$50.15,QUADPOZZ00A
"BV,1/4""NPT,BRZ,250 SWP",CON 7014164,$40.35,670750658211
"BV,1-1/4""NPT,BRZ,250 SWP",CON 7014664,$129.08,670750661679
ASP-4 1/2 BRNZ EXHAUST MUFFLER (EM-50),ARR ASP-4,$2.92,
"BV,1/2""NPT,BRZ,LTCH,SS B&S,",CON 7014327,$35.09,670750659485
3/8 APOLLO STAINLESS STEEL BALL VALVE,APO 76-102-01A,$64.47,670750210167
"BV,3/4""NPT,BRZ,LATCH LVR,",CON 7014427,$60.37,670750660269
REBUILD KIT 8210 AC                                      $P,ASC 302280,$208.22,999999102553
1/2 600 psi ss y-strainer,MER WYE-08,$59.86,671404160586
"REBUILD KIT 8262 AC       COIL, SOLENOID PART",ASC 323581,$57.79,
NIBCO T235Y 2 150 BRZ GLOBE VALVE,NIB T235Y 2,$981.66,039923627704
"Asco 1/4"" 8342G001 4-Way Solenoid Valve - 120V/60Hz",ASC 8342G001,$432.04,
"1/2 X 5/8  2NC BRASS 6.1 /F W AC120/60,110/50","ASC JSF8210G002 120/60,110/50",$166.03,
3/4 50M76 FULL PORT STAINLESS,ANV 4351005900,$48.62,092201390950
1-1/4 PVC-80 BALL CHECK VALVE,SPE 2229-012,$214.90,054211502037
"3/4 431UB CRANE GATE VALVE Size: 3/4""",CRV 431UB 3/4,$105.33,
"1/2"" 800# SW INLET X THREADED OUTLET GLOBE VALVE",VOG SWT12141 1/2,,
"Asco 1-1/4"" 8210G055 2-Way Solenoid Valve - 120V/60Hz",ASC 8210G055,$446.72,
1/4 APOLLO STAINLESS STEEL BALL VALVE,APO 76-101-01A,$64.47,670750193842
2 39036-SW 3 PC FULL PORT STA,ANV 4351002600,$196.51,092201387523
"BV,2""NPT,BRZ,LTCH",APO 71-108-27,$138.33,670750678073
"BV,2""NPT,BRZ,LATCH LVR,",CON 7014827,$202.07,670750662867
"REBUILD KIT 8320 AC       COIL, SOLENOID PART",ASC 302116,$131.17,
T58570SU 2 W/SINGLE UNION END,NIB T58570SU 2,$410.06,039923796813
"BV,4""NPT,FP,FORG BRS,SS B&S",CON 77F14A01,$569.90,670750975080
1/4 X 1/4  4   ALUMIN6.3 /F W,"ASC WT8551A001MS 120/60,110/50",$211.89,
1-1/2 CPVC TU2K INDBALVLV SOC/FPT EPDM,SPE 1829-015C,$156.79,054211947845
"Asco 1/4"" 8262H202 2-Way Solenoid Valve - 120V/60Hz",ASC 8262H202,$86.22,
1/2 VACUUM BREAKER,KADANT 24A76000,$168.99,
"CS Hi-Pressure Full-Bore Ball Valve 1"" Fem NPTF FKM/FPM O'Ring",DIX HPBV10,$86.59,
120V/60 N/C STEAM VALVE 25 PSI MAX STEAM,"MAG 16S14 1""",$540.57,
"2 212P CRANE GLOBE VALVE Size: 2""",CRV 212P 2,$1191.57,
"BV,1/2""NPT,BRZ,UNION END,VENT,",CON 70303B0,$49.41,670750669347
1/2 A105 800# THD GLOBE VALVE,VOG 12141 1/2,$121.83,
"BV,1/2""NPT FP CS",APO 7210301A,$68.11,670750715778
"1"" 600# SW CARBON STEEL Y-STRAINER 1/16 SS SCREEN  (MTR's required)",KEC SB-7 600 SW 1,$68.19,
REBUILD KIT 8210 AC                                       P,ASC 302283,$332.06,
1 PVC COMPACT 2000 BALL VALVE SOC EPDM,SPE 6622-010,$47.77,054211370063
"COIL      RHM12       COIL, SOLENOID PART",ASC 272610-032-D,$193.55,
KIT FOR PARKER 7321GBN88 VALVE,PARKER 7KG10,,
1/2 205-4 KINGSTON AIR CHECK VALVE  (GV50),KIN 205-4 1/2,$26.46,
"2 APOLLO 3-WAY BRONZE BALL VALVE, THREADED",APO 70-608-01,$174.52,670750674167
3/4 X 3/4  2NO BRASS 10.1/F W AC120/60,ASC L8210G035AC120/60K,$345.81,
REBUILD KIT 8210 AC,ASC 302279,$143.10,999999023292
"1"" VOGT SW CHECK VALVE",VOG SW701 1,$139.23,
RED-WHITE 211BT 1 BRONZE GLOBE VALVE PTFE,RW 211BT 1,$48.77,670779713151
XOMOX BUNA SEAL KIT FOR MX750 ACTUATOR,XOM 600681,$210.89,XOMOXCZZ001
"**QUOTED**Asco 3/4"" L8210G095 2-Way Solenoid Valve - 120V/60Hz - 60"" Lead",ASC L8210G095 120/60,$180.91,
1-1/4 X 1-1/4 2NC BRASS 6.1 /F W,ASC 8210G008,$364.16,
"1-1/X 2    2NC ALUMIN10.1/F W AC120/60,110/50","ASC 8353J039 120/60,110/50",$328.39,
VALVE 2/2 NC G 1/2 SS 32MM ENTRY UNDER DISC      VALVES / W PNEU,ASC E290A792,$397.18,
1/2 A105 800# THD GLOBE VALVE,VOG 12443 1/2,$505.54,
62210 CIRCLE SEAL COIL,ATK H-181K 115V,$206.55,OMEGAT00030
1 53034-SW 3PC FULL PORT CARB,ANV 4351007060,$82.39,092201387684
NIBCO T580-S6R66 1/4 2000# SS BALL VLV,NIB T580-S6R66 1/4,$74.14,039923793188
1 53034-TE 3PC FULL PORT CARB,ANV 4351007460,$79.84,092201387608
PNEUMATIC ROTORY ACTUATOR TYPE 2051,BUR 98124977,,
"LVR/GRIP,SS (H-2496,APOLLO)",APO W565600 HANDLE,$8.58,670750450075
"VALVE;POPPET,ASSY",607-417-001,,
"MUELLER 11-M 3/4"" 250# Y-STRAINER",MUE 11-M 3/4,$24.62,
"BV,1-1/2""NPT,BRZ,250 SWP",CON 7014764,$167.36,670750662300
"REBUILD KIT 8210 DC       COIL, SOLENOID PART",ASC 325849,$807.21,
"BV,1""NPT,BRZ,AUTO DRN",CON 7010541,$46.90,670750653636
"LVR/GRIP,LTCH,W6171,APOLLO",CON W648300,$8.46,670750455339
NIBCO T-111 1/4 CLASS 125 BRZ GATE VLV,NIB T111 1/4,$118.85,039923611727
"1 431UB CRANE GATE VALVE Size: 1""",CRV 431UB 1,$140.62,
NIBCO T580-S6R66 3/4 2000# SS BALL VLV,NIB T580-S6R66 3/4,$120.32,039923793218
"1-1/2 382P CRANE GLOBE VALVE Size: 1-1/2""",CRV 382P 1-1/2,$821.41,
Float Valve: Brass: Buna-N: In:3/4 MIP Out: 3/4 MIP,BOB R900-3/4,$54.94,
"Asco 1/4"" 8345G001 4-Way Solenoid Valve - 120V/60Hz",ASC 8345G001,$341.23,
"Flo-Tite 2"" Cryogenic Series Ball Valve With Pneumatic Actuator",FLO F150-SS-KFG-A-050-Z1-D2-O1-SOL,$1588.14,
"1"" 3pc SS SW ball valve",JFW BV-003-SW 1,$63.60,
"1/4 X 3/32 3NC BRASS 10.1/F W AC120/60,110/50",ASC 8314H035,$174.28,
1   X 1    2NO BRASS 16.1/F W,ASC 8210G014,$432.96,
REBUILD KIT 8353 AC,ASC 096875,$83.47,
1-1/4 PVC COMPACT BALL VALVE SOC EPDM,SPE 2122-012,$90.08,054211500132
REBUILD KIT 8344 AC,ASC 302711,$449.47,
1   X 1    2NC BRASS 10.1/F W,"ASC 8220G007 120/60,110/50",$498.08,
RED-WHITE 211BT 1/2 BRONZE GLOBE VALVE PTFE,RW 211BT 1/2,$23.03,670779713137
TOPLINE #092 SPRING RETURN RACK & PINION PNEUMATIC ACTUATOR,TOPLINE TS092,,
1 A105 800# THD GLOBE VALVE,VOG 12443 1,$692.17,
3 AV GASKET TEFLON,ASA 3114030,,
VALVE;FOR GLUE HEAD,705XX115,$752.59,
KB120 BOB DISC & CUP KIT R400-3/4,BOB KB120,$6.26,ROBEMFKB120
