Supplemental Files,Number of Bolt Holes,Recommended Torque,Overall Length,Thread Size,KSCdirect Part #,url,On Hand,Method of Manufacture,Thickness,Fitting/Connector Type,Series,Details,Depth,Hub Diameter,Category,Average Ft,Length,Type,Pressure Class,Length Through Hub,Price,Outside Diameter,Tube Size,Color,Manufacturer,Supplier,Domestic/Import,Family,Inside Diameter,Hex Size,Wall Thickness,Nipple Type,Slot Size,Class,image,UPC,Finish,Thread Type,MFG Part #,Seal Material,Bolt Circle Diameter,Connection Type,Diameter - Thread Size,Pressure Rating,Specifications,Standard Pack,Pipe Size,TYPE,Width,Angle,Description,Slot Spacing,Form,Load Capacity,Suitable For Use With,Nominal Size,Dimensions,Run Size,Title,Size,Material,Flange Thickness,Rod Size,Temperature Rating,Working Pressure,Schedule Rating,Bolt Hole Size,End Style,Connection
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4140509,,,,,PLUG BLK 1-1/2,https://kscdirect.com/item/PLUG%2BBLK%2B1-1%252F2/ASC%2BEngineered%2BSolutions_1-1%252F2%2BBLK%2BCI%2B125%2523%2BSQ%2BHEAD%2BPLUG,251,,,Plug,FIG 387,"Description
Anvil® Plug, Cored Square Head, Series: FIG 387, Fitting/Connector Type: Plug, 1-1/2 in Nominal, MNPT, SCH 40/STD, 125 lb, 175 psi, Cast Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
Anvil standard and extra heavy cast iron threaded fittings are manufactured in accordance with ASME-B16.4 (except plugs and bushings, ASME B16.14).
Standards/Approval:
ASME B16.4/B1.20.1
cULus Listed
FM Approved",,,Piping & Fittings,,,Cored Square Head,125 lb,,$5.83,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=PLUG%20BLK%201-1%2F2&mdx=300,69029134346,Black Oxide,,0318902525,,,,,175 psi,,,,,,,1-1/2 BLK CI 125# SQ HEAD PLUG,,,,,1-1/2 in,,,1-1/2 BLK CI 125# SQ HEAD PLUG,,Cast Iron,,,-20 to 150 deg F,,SCH 40/STD,,MNPT,
,,,,,BUSH BRS BAR 1/2X1/4,https://kscdirect.com/item/BUSH%2BBRS%2BBAR%2B1%252F2X1%252F4/MID-AMERICA%2BFITTINGS%2BINC_1%252F2%2BX%2B1%252F4%2B110-84%2BBAR%2BSTOCK%2BBRASS%2BHEX%2BBUSH,341,,,,,"1/2 X 1/4 110 BAR STOCK BRASS HEX BUSH
View catalog page
Keywords: MIAMFI BUSH BRS BAR 1/2X1/4  MID-AMERICA FITTINGS INC MIAMFI01555          1/2 X 1/4 110 BAR STOCK BRASS HEX BUSH
Category:
[0] => FITTINGS => BARSTOCK BRASS PIPE FITTINGS => HEX BUSHINGS
[1] => SUPPLIER DIRECTORY => MID-AMERICA FITTINGS INC => MID-AMERICA FITTINGS SECTION 80 => FITTINGS => BARSTOCK BRASS PIPE FITTINGS => HEX BUSHINGS
Kelly Legacy Part Number: 1065520",,,Piping & Fittings,,,,,,$1.96,,,,MID-AMERICA FITTINGS INC,MID-AMERICA FITTINGS INC,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=BUSH%20BRS%20BAR%201%2F2X1%2F4&mdx=300,,,,110-84,,,,,,,,,,,,1/2 X 1/4 110-84 BAR STOCK BRASS HEX BUSH,,,,,,,,1/2 X 1/4 110-84 BAR STOCK BRASS HEX BUSH,,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4112693,,,,,UNION 3000 SCR 2,https://kscdirect.com/item/UNION%2B3000%2BSCR%2B2/ASC%2BEngineered%2BSolutions_2%2B3000%2523%2BFS%2BSCREWED%2BUNION,204,Forged,,Union,FIG 2125,"Description
Anvil® Pipe Union, Series: FIG 2125, Fitting/Connector Type: Union, 2 in Nominal, FNPT, 4-27/64 in Hex, 3-1/2 in Length, SCH 160, 3000 lb, 1500 psi, Forged, Steel, Black Oxide, -20 to 550 deg F, 3-1/16 in Dia, Domestic
Features:
Anvil offers high-pressure bushings, unions and Anvilets for your most demanding applications.
Standards/Approval:
ASME B16.11
FM Approved
IAPMO Listed
UL/ULC Listed",,,Piping & Fittings,,3-1/2 in,,3000 lb,,$66.55,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,4-27/64 in,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%203000%20SCR%202&mdx=300,69029109095,Black Oxide,,0361501802,,,,,1500 psi,,,,,,,2 3000# FS SCREWED UNION,,,,,2 in,3-1/16 in Dia,,2 3000# FS SCREWED UNION,,Steel,,,-20 to 550 deg F,,SCH 160,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4172405,,,,,NIP BLK 1-1/2X6,https://kscdirect.com/item/NIP%2BBLK%2B1-1%252F2X6/ASC%2BEngineered%2BSolutions_1-1%252F2%2BX%2B6%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,314,Welded,,,FIG 339,"Description
Beck® Pipe Nipple, Standard, Series: FIG 339, 1-1/2 in Nominal Size, MNPT, 6 in Length, SCH 40/STD, Welded, Steel, Black, 1.9 in OD
Standards/Approval:
ASME B1.20.1",,,Piping & Fittings,,6 in,Standard,,,$10.19,,,,ASC Engineered Solutions,ASC Engineered Solutions,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%201-1%2F2X6&mdx=300,64444400253,Black,,112X6SBN,,,,,,,,,,,,1-1/2 X 6 SCH40 BLK PIPE NIPPLE,,,,,1-1/2 in,1.9 in OD,,1-1/2 X 6 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4194052,,,,,COUP BLK 1-1/4,https://kscdirect.com/item/COUP%2BBLK%2B1-1%252F4/ASC%2BEngineered%2BSolutions_1-1%252F4%2BBLK%2BSTD%2BMERCHANT%2BCOUP%2BSTRAIGHT%2BTAPPED,242,,,Coupling,,"Description
Beck® Straight Pipe Coupling, Tapped, Fitting/Connector Type: Coupling, 1-1/4 in Nominal, SCH 40/STD, Black, Domestic
Features:
Anvil's Beck Brand is the nation's top manufacturer of high quality steel pipe nipples and steel couplings.",,,Piping & Fittings,,,Tapped,,,$9.15,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=COUP%20BLK%201-1%2F4&mdx=300,69029134272,Black,,0320200066,,,,,,,,,,,,1-1/4 BLK STD MERCHANT COUP STRAIGHT TAPPED,,,,,1-1/4 in,,,1-1/4 BLK STD MERCHANT COUP STRAIGHT TAPPED,,,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=7863875,,,,,90 BW 4,https://kscdirect.com/item/90%2BBW%2B4/WELDBEND%2BCORP_4%2BSTD%2BBUTT%2BWELD%2B90%2BELL,128,,0.237 in,90 deg Elbow,,"Description
Weldbend® Pipe Elbow, Long Radius, 90 deg Elbow Fitting/Connector, 4 in Nominal, Butt Welded End Style, SCH 40/STD Schedule, 0.237 in Thickness, 1895 lb Pressure, Carbon Steel, -20 to 650 deg F, 4.026 in ID x 4.5 in OD Dimensions
Standards/Approval:
ASTM A234 Grade WPB
ASME B16.9
Warranty:
Limited",,,Piping & Fittings,,,Long Radius,,,$42.61,,,,WELDBEND CORP,WELDBEND CORP,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%20BW%204&mdx=300,,,,234010040000,,,,,1895 lb,,,,,,,4 STD BUTT WELD 90 ELL,,,,,4 in,4.026 in ID x 4.5 in OD,,4 STD BUTT WELD 90 ELL,,Carbon Steel,,,-20 to 650 deg F,,SCH 40/STD,,Butt Welded,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5339749,,,,,90 SWT 1/2,https://kscdirect.com/item/90%2BSWT%2B1%252F2/NIBCO%2BINC_1%252F2%2BSWT%2B90%2BELL%2BWE500%2B%2B%2B%2B%2B607,445,,,90 deg Elbow,607,"Description
NIBCO® Elbow, Series: 607, 90 deg Elbow, 1/2 in Nominal, C, Copper, Domestic
Features:
Dezincification resistant
Material and workmanship per ASME B16.22
NFPA 99 health care facilities gas and vacuum systems and the compressed gas association, pamphlet G4.1 (medical gas)
Applications:
Residential and Commercial Systems Such as Potable Water, Air Conditioning and Refrigeration
Standards/Approval:
ASME B16.22
ASTM B75 Alloy C12200
MSS SP-104
NSF/ANSI 61/372
UL 207 Recognized to 700 psi
Warranty:
50 years Limited",,,Piping & Fittings,,,,,,$1.32,,,,NIBCO INC,NIBCO INC,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%20SWT%201%2F2&mdx=300,039923312723,,,9055450,,,,,,,,,,,,1/2 SWT 90 ELL WE500     607,,,,,1/2 in,,,1/2 SWT 90 ELL WE500     607,,Copper,,,,,,,C,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5154844,,,,,FB-30 BOLT PACK 3,https://kscdirect.com/item/FB-30%2BBOLT%2BPACK%2B3/Approved%2BSupplier_3%2522%2B150%2523%2BFull%2BFace%2BNon%2BAsbestos%2BPlated%2BBolt%2B%2526%2BGasket%2BKit%2B-%2BGSNAFFG3,169,,1/16 in,,,"Description
Matco-Norca™ Flange Bolt and Gasket Set, Full Face, 3 in Nominal, 1/16 in Thickness, Class: Class 150, 750 deg F, 1595 psi, Non-Asbestos Rubber, Plated, Domestic
Features:
Constructed of aramid and other synthetic fibers and bonded with nitrile rubber
Suitable for water, air, and a variety of industrial gases and fluids and steam depending on operating conditions
60,000 psi minimum tensile strength
Zinc plated carbon steel Bolts
zinc plated carbon steel finished hex nut
460 deg F Maximum continuous temperature
725 psi maximum continuous pressure
APG style CNA-750
Standards/Approval:
ASTM F152/A307 Bolt/A563 Nut",,,Piping & Fittings,,,Full Face,,,$13.18,,,,Approved Supplier,Approved Supplier,Domestic,,,,,,,Class 150,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=FB-30%20BOLT%20PACK%203&mdx=300,082647111462,Plated,,GSNAFFG3,,,,,1595 psi,,,,,,,"3"" 150# Full Face Non Asbestos Plated Bolt & Gasket Kit - GSNAFFG3",,,,,3 in,,,"3"" 150# Full Face Non Asbestos Plated Bolt & Gasket Kit - GSNAFFG3",,Non-Asbestos Rubber,,,750 deg F,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5155047,,,,,FB-40 BOLT PACK 4,https://kscdirect.com/item/FB-40%2BBOLT%2BPACK%2B4/Approved%2BSupplier_4%2522%2B150%2523%2BFull%2BFace%2BNon%2BAsbestos%2BPlated%2BBolt%2B%2526%2BGasket%2BKit%2B-%2BGSNAFFG4,212,,1/16 in,,,"Description
Matco-Norca™ Flange Bolt and Gasket Set, Full Face, 4 in Nominal, 1/16 in Thickness, Class: Class 150, 750 deg F, 1595 psi, Non-Asbestos Rubber, Plated, Domestic
Features:
Constructed of aramid and other synthetic fibers and bonded with nitrile rubber
Suitable for water, air, and a variety of industrial gases and fluids and steam depending on operating conditions
60,000 psi minimum tensile strength
Zinc plated carbon steel Bolts
zinc plated carbon steel finished hex nut
460 deg F Maximum continuous temperature
725 psi maximum continuous pressure
APG style CNA-750
Standards/Approval:
ASTM F152/A307 Bolt/A563 Nut",,,Piping & Fittings,,,Full Face,,,$21.55,,,,Approved Supplier,Approved Supplier,Domestic,,,,,,,Class 150,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=FB-40%20BOLT%20PACK%204&mdx=300,082647111516,Plated,,GSNAFFG4,,,,,1595 psi,,,,,,,"4"" 150# Full Face Non Asbestos Plated Bolt & Gasket Kit - GSNAFFG4",,,,,4 in,,,"4"" 150# Full Face Non Asbestos Plated Bolt & Gasket Kit - GSNAFFG4",,Non-Asbestos Rubber,,,750 deg F,,,,,
,,,,,PI0408S,https://kscdirect.com/item/PI0408S/Approved%2BSupplier_JG%2B1%252F4%2BUNION%2BCONNECTOR%2B-%2BPI0408S-US,466,,,,,"John Guest - JG 8JUC140
JG 1/4 UNION CONNECTOR PI0408S",,,Piping & Fittings,,,,,,$2.08,,,,Approved Supplier,Approved Supplier,,,,,,,,,,665626047664,,,PI0408S,,,,,,,,,,,,JG 1/4 UNION CONNECTOR - PI0408S-US,,,,,,,,JG 1/4 UNION CONNECTOR - PI0408S-US,,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4112959,,,,3/8-16,GRI PSTG 3/8,https://kscdirect.com/item/GRI%2BPSTG%2B3%252F8/ASC%2BEngineered%2BSolutions_3%252F8%2BPSTG%2BZNPLT%2BTWIRL%2BNUT,1174,,,,FIG AS TG,"Description
Anvil-Strut™ Top Grip Nut, Series: FIG AS TG, 3/8-16 Thread, Electro-Galvanized, Import
Features:
Anvil-Strut Channel Nuts are designed with specially formed teeth in the parallel channel recesses to grip the returned lip of the channel.
3/8 in thick
For use with all Anvil-Strut™ channels",,,Piping & Fittings,,,,,,$4.77,,,,ASC Engineered Solutions,ASC Engineered Solutions,Import,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=GRI%20PSTG%203%2F8&mdx=300,69029123830,Electro-Galvanized,,2400205403,,,,,,,,,,,,3/8 PSTG ZNPLT TWIRL NUT,,,,,,,,3/8 PSTG ZNPLT TWIRL NUT,,,,,,,,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4112043,,,,,UNION BLK 1-1/4,https://kscdirect.com/item/UNION%2BBLK%2B1-1%252F4/ASC%2BEngineered%2BSolutions_1-1%252F4%2BBLK%2BMI%2B150%2523%2BGJ%2BUNION-LF,160,,,Union,FIG 463,"Description
Anvil® Pipe Union, Lead Free Ground Joint, Series: FIG 463, Fitting/Connector Type: Union, 1-1/4 in Nominal, FNPT, 2-5/8 in Length, 150 lb, 300 psi, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
ASC offers the broadest line of malleable iron fitting sizes in both black and galvanized finishes.
Standards/Approval:
ASME B16.3/B16.39
ASTM A197
cULus Listed
FM Approved",,,Piping & Fittings,,2-5/8 in,Ground Joint,150 lb,,$27.80,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%20BLK%201-1%2F4&mdx=300,69029182385,Black Oxide,,0312822141,,,,,300 psi,,,,,,,1-1/4 BLK MI 150# GJ UNION-LF,,,,,1-1/4 in,,,1-1/4 BLK MI 150# GJ UNION-LF,,Malleable Iron,,,-20 to 150 deg F,,,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4194762,,,,,NIP BLK 1-1/2X2,https://kscdirect.com/item/NIP%2BBLK%2B1-1%252F2X2/ASC%2BEngineered%2BSolutions_1-1%252F2%2BX%2B2%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,355,Welded,,,FIG 339,"Description
Beck® Pipe Nipple, Standard, Series: FIG 339, 1-1/2 in Nominal Size, MNPT, 2 in Length, SCH 40/STD, Welded, Steel, Black, 1.9 in OD
Features:
ASTM A-53 Welded Steel Pipe Material
Standards/Approval:
ASME B1.20.1",,,Piping & Fittings,,2 in,Standard,,,$4.78,,,,ASC Engineered Solutions,ASC Engineered Solutions,,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%201-1%2F2X2&mdx=300,64444400245,Black,,112X2SBN,,,,,,,,,,,,1-1/2 X 2 SCH40 BLK PIPE NIPPLE,,,,,1-1/2 in,1.9 in OD,,1-1/2 X 2 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4127175,,,,,90 3000 SW 1,https://kscdirect.com/item/90%2B3000%2BSW%2B1/ASC%2BEngineered%2BSolutions_1%2B3000%2523%2BFS%2BSW%2B90%2BELL,365,Forged,0.196 in,90 deg Elbow,FIG 2150,"Description
Anvil® Pipe Elbow, Series: FIG 2150, 90 deg Elbow Fitting/Connector, 1 in Nominal, Socket Welded End Style, 0.196 in Thickness, SCH 160 Schedule, 3000 lb Pressure Class, 2000 psi Pressure, Forged Method of Manufacture, Steel, Black Oxide, -20 to 550 deg F, 1.079 in ID Dimensions, Domestic/Import: Domestic
Features:
3000# Forged Steel High Pressure Fitting
Standards/Approval:
ASME B16.11
FM Approved
IAPMO Listed
UL/ULC Listed",,,Piping & Fittings,,,,3000 lb,,$8.52,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%203000%20SW%201&mdx=300,69029109130,Black Oxide,,0362001208,,,,,2000 psi,,,,,,,1 3000# FS SW 90 ELL,,,,,1 in,1.079 in ID,,1 3000# FS SW 90 ELL,,Steel,,,-20 to 550 deg F,,SCH 160,,Socket Welded,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767232,,,,,PLUG 304 1,https://kscdirect.com/item/PLUG%2B304%2B1/Merit%2BBrass%2BCompany_1%2B150%2523%2BTYPE%2B304%2BSS%2BSQ%2BHEAD%2BPLUG,245,,,Plug,,"Description
Merit Brass Plug, Cored Square Head, Fitting/Connector Type: Plug, 1 in Nominal, MNPT, 1.26 in Length, 150 lb Pressure Class, 304/304L Stainless Steel, 100 deg F, Import
Features:
0.79 x 0.79 in square
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,1.26 in,Cored Square Head,150 lb,,$3.57,,,,Merit Brass Company,Merit Brass Company,Import,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=PLUG%20304%201&mdx=300,671404096106,,,K417-16,,,,,,,,,,,,1 150# TYPE 304 SS SQ HEAD PLUG,,,,,1 in,,,1 150# TYPE 304 SS SQ HEAD PLUG,,304/304L Stainless Steel,,,100 deg F,,,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5767833,,,,,UNION 304 2,https://kscdirect.com/item/UNION%2B304%2B2/Merit%2BBrass%2BCompany_2%2B150%2523%2BTYPE%2B304%2BSS%2BUNION,105,,,Union,,"Description
Merit Brass Pipe Union, Fitting/Connector Type: Union, 2 in Nominal, FNPT, 2.72 in Length, 150 lb, 304/304L Stainless Steel, 100 deg F, 2-21/32 in OD, Import
Standards/Approval:
PROP65: This product can expose you to lead, which is known to the State of California to cause cancer and birth defects or other reproductive harm. For more information go to www.P65Warnings.ca.gov.",,,Piping & Fittings,,2.72 in,,150 lb,,$38.32,,,,Merit Brass Company,Merit Brass Company,Import,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=UNION%20304%202&mdx=300,671404096526,,,K487-32,,,,,,,,,,,,2 150# TYPE 304 SS UNION,,,,,2 in,2-21/32 in OD,,2 150# TYPE 304 SS UNION,,304/304L Stainless Steel,,,100 deg F,,,,FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=5527706,,,,,SPE 8057-010,https://kscdirect.com/item/SPE%2B8057-010/Spears_1%2BPVC%2BSCH%2B80%2BUNION%2BS%2BX%2BS,199,Molded,,Union,2000,"Description
Spears® 8057-010, 2000, Union Fitting/Connector, 1 in Nominal, Socket End Style, 2-11/16 in Length, SCH 80/XH Schedule, 235 psi Pressure, Molded Method of Manufacture, PVC, FKM O-Ring Seal, Gray, 73 deg F, Domestic/Import: Domestic",,,Piping & Fittings,,2-11/16 in,,,,$10.25,,,Gray,Spears,Spears,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=SPE%208057-010&mdx=300,054211681947,,,8057-010,FKM O-Ring,,,,235 psi,,,,,,,1 PVC SCH 80 UNION S X S,,,,,1 in,,,1 PVC SCH 80 UNION S X S,,PVC,,,73 deg F,,SCH 80/XH,,Socket,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4147152,,,,,90 BLK 3,https://kscdirect.com/item/90%2BBLK%2B3/ASC%2BEngineered%2BSolutions_3%2BBLK%2BMI%2B150%2523%2B90%2BELL,134,,,90 deg Elbow,FIG 1101,"Description
Anvil® Pipe Elbow, Standard, Series: FIG 1101, Fitting/Connector Type: 90 deg Elbow, 3 in Nominal, FNPT, SCH 40/STD, 150 lb, 300 psi, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
Malleable iron pipe fittings hold two different pipe parts together and direct  gas and liquid movement.
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,,Standard,150 lb,,$70.79,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90%20BLK%203&mdx=300,69029135825,Black Oxide,,0310002209,,,,,300 psi,,,,,,,3 BLK MI 150# 90 ELL,,,,,3 in,,,3 BLK MI 150# 90 ELL,,Malleable Iron,,,-20 to 150 deg F,,SCH 40/STD,,FNPT,
,,,,,GSKT 150 FULL 2,https://kscdirect.com/item/GSKT%2B150%2BFULL%2B2/TEADIT-NORTH%2BAMERICA%2BINC_2%2BNON-ASBESTOS%2B150%2523%2BFULL%2BFACE%2BFLANGE%2BGASKET%2BCGF1001.116.2.150,286,,,,,,,,Piping & Fittings,,,,,,$2.32,,,,TEADIT-NORTH AMERICA INC,TEADIT-NORTH AMERICA INC,,,,,,,,,,,,,CGF1001.116.2.150,,,,,,,,,,,,2 NON-ASBESTOS 150# FULL FACE FLANGE GASKET CGF1001.116.2.150,,,,,,,,2 NON-ASBESTOS 150# FULL FACE FLANGE GASKET CGF1001.116.2.150,,,,,,,,,,
,,,,,NIP 304 1X6,https://kscdirect.com/item/NIP%2B304%2B1X6/Merit%2BBrass%2BCompany_1%2BX%2B6%2BSCH40%2BTYPE%2B304%2BSS%2BNIPPLE,242,Welded,,,,"Description
Merit Brass Pipe Nipple, 1 in Nominal, MNPT, 6 in Length, SCH 40/STD, Welded, 304L Stainless Steel, Domestic
Standards/Approval:
ANSI B1.20.1
ASTM A312/SA312/A733",,,Piping & Fittings,,6 in,,,,$8.67,,,,Merit Brass Company,Merit Brass Company,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20304%201X6&mdx=300,671404027421,,,4016-600,,,,,,,,,,,,1 X 6 SCH40 TYPE 304 SS NIPPLE,,,,,1 in,,,1 X 6 SCH40 TYPE 304 SS NIPPLE,,304L Stainless Steel,,,,,SCH 40/STD,,MNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4169442,,,,,90ST BLK 1-1/4,https://kscdirect.com/item/90ST%2BBLK%2B1-1%252F4/ASC%2BEngineered%2BSolutions_1-1%252F4%2BBLK%2BMI%2B150%2523%2B90%2BST%2BELL,190,,,90 deg Elbow,FIG 1103,"Description
Anvil® Straight Street Elbow, Series: FIG 1103, 90 deg Elbow Fitting/Connector, 1-1/4 in Nominal, MNPT x FNPT End Style, SCH 40/STD Schedule, 150 lb Pressure Class, 300 psi Pressure, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic/Import: Domestic
Features:
Malleable iron pipe fittings hold two different pipe parts together and direct  gas and liquid movement.
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,,,150 lb,,$12.60,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=90ST%20BLK%201-1%2F4&mdx=300,69029134706,Black Oxide,,0310016803,,,,,300 psi,,,,,,,1-1/4 BLK MI 150# 90 ST ELL,,,,,1-1/4 in,,,1-1/4 BLK MI 150# 90 ST ELL,,Malleable Iron,,,-20 to 150 deg F,,SCH 40/STD,,MNPT x FNPT,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4124013,,,,,NIP BLK 1-1/2X3,https://kscdirect.com/item/NIP%2BBLK%2B1-1%252F2X3/ASC%2BEngineered%2BSolutions_1-1%252F2%2BX%2B3%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,312,,,,,"Description
Anvil® Pipe Nipple, 1-1/2 in Nominal, 3 in Length, SCH 40/STD, Steel, Black, Domestic",,,Piping & Fittings,,3 in,,,,$6.48,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%201-1%2F2X3&mdx=300,64444400247,Black,,112X3SBN,,,,,,,,,,,,1-1/2 X 3 SCH40 BLK PIPE NIPPLE,,,,,1-1/2 in,,,1-1/2 X 3 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4120094,,,,,NIP BLK 3/4X2-1/2,https://kscdirect.com/item/NIP%2BBLK%2B3%252F4X2-1%252F2/ASC%2BEngineered%2BSolutions_3%252F4%2BX%2B2-1%252F2%2BSCH40%2BBLK%2BPIPE%2BNIPPLE,590,,,,,"Description
Anvil® Pipe Nipple, 3/4 in Nominal, 2-1/2 in Length, SCH 40/STD, Steel, Black, Domestic
Features:
ASTM A-53 Welded Steel Pipe Material",,,Piping & Fittings,,2-1/2 in,,,,$2.85,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=NIP%20BLK%203%2F4X2-1%2F2&mdx=300,64444400144,Black,,34X25SBN,,,,,,,,,,,,3/4 X 2-1/2 SCH40 BLK PIPE NIPPLE,,,,,3/4 in,,,3/4 X 2-1/2 SCH40 BLK PIPE NIPPLE,,Steel,,,,,SCH 40/STD,,,
https://vdam.kdsi.net/digital_asset_manager/file_download.php?vi=4196798,,,,,CAP BLK 1,https://kscdirect.com/item/CAP%2BBLK%2B1/ASC%2BEngineered%2BSolutions_1%2BBLK%2BMI%2B150%2523%2BCAP,331,,,Cap,FIG 1124,"Description
Anvil® Pipe Cap, Standard, Series: FIG 1124, Fitting/Connector Type: Cap, 1 in Nominal, FNPT, SCH 40/STD, 150 lb, 300 psi, Malleable Iron, Black Oxide, -20 to 150 deg F, Domestic
Features:
Malleable iron pipe fittings hold two different pipe parts together and direct  gas and liquid movement.
Standards/Approval:
ASME B16.3
cULus Listed
FM Approved
NSF/ANSI 61",,,Piping & Fittings,,,Standard,150 lb,,$4.59,,,,ASC Engineered Solutions,ASC Engineered Solutions,Domestic,,,,,,,,https://vdam.kdsi.net/digital_asset_manager/image_resize.php?cid=3&ic=CAP%20BLK%201&mdx=300,69029134803,Black Oxide,,0318900602,,,,,300 psi,,,,,,,1 BLK MI 150# CAP,,,,,1 in,,,1 BLK MI 150# CAP,,Malleable Iron,,,-20 to 150 deg F,,SCH 40/STD,,FNPT,
